lake_ID,sampling_date,lake_name,latitude,longitude,province,ecozone,area,size_class,hi_index,hi_class,altitude,utc,shoreline_length,ecoprovince,watershed_area,area_agriculture,area_forestry,area_mines,area_natlandscapes,area_pasture,area_urban,area_water,fraction_agriculture,fraction_forestry,fraction_mines,fraction_natlandscapes,fraction_pasture,fraction_urban,fraction_water,max_depth,circularity,area_carbonitic,area_evaporites,area_potential_carbonates,fraction_carbonitic,fraction_evaporites,fraction_potential_carbonates,rbr_chla_mean_tube,rbr_chla_mean_bottom,do_percenttsaturation_bottom,do_concentration_bottom,do_percenttsaturation_tube,do_concentration_tube,rbr_salinity_tube,rbr_salinity_bottom,rbr_salinity_hypolimnion,rbr_conductivity_tube,rbr_conductivity_bottom,rbr_conductivity_hypolimnion,rbr_specific_conductance_tube,rbr_specific_conductance_bottom,rbr_specific_conductance_hypolimnion,rbr_sea_pressure_mean_tube,rbr_sea_pressure_mean_bottom,rbr_sound_velocity_mean_tube,rbr_sound_velocity_mean_bottom,rbr_temperature_mean_tube,rbr_temperature_mean_bottom,rbr_temperature_mean_watercolumn,rbr_temperature_mean_top0.5m,rbr_temperature_mean_top1m,rbr_temperature_mean_topmost,rbr_temperature_mean_epilimnion,rbr_temperature_mean_hypolimnion,stratification,doc,dic,tss,spm_mineral,spm_organic,ph_epilimnion,ph_hypolimnion,tp_tube,tp_bottom,tn_tube,tn_bottom,tntp_ratio,srp_epilimnion,srp_hypolimnion,colour,chloride,sulfate,calcium,potassium,magnesium,sodium,secchi_am_index,secchi_pm_optics,air_temperature_am_index,relative_humidity_am_index,atm_pressure_am_index,wind_speed_max_am_index,wind_speed_avg_am_index,air_temperature_pm_optics,relative_humidity_pm_optics,atm_pressure_pm_optics,wind_speed_max_pm_optics,wind_speed_avg_pm_optics,bruntvaisala_max,bruntvaisala_mean,centerbuoyancy,temperature_mean_7d,temperature_mean_30d,precipitation_total_7d,precipitation_total_30d,solar_radiation_net_7d,solar_radiation_net_30d,windspeed_mean_7d,windspeed_mean_30d,heating_degdays_mean_7d,heating_degdays_total_7d,cooling_degdays_mean_7d,cooling_degdays_total_7d,heating_degdays_mean_30d,heating_degdays_total_30d,cooling_degdays_mean_30d,cooling_degdays_total_30d,population,fraction_fire,area_fire,fraction_fire_6yrs,area_fire_6yrs,chla
06-178,9/3/2017,Gull Lake,44.920063,-79.359743,Ontario,Boreal Shield,1.385526,medium,0.169891,moderate,249,-4,14741.5,Southern Boreal Shield,11.61862852,0,0,0.009015119,7.315800854,0,1.488246413,2.805566137,0,0,7.76E-04,0.62966131,0,0.128091402,0.241471369,6.7,0.0736,0,0,0,0,0,0,4.138489,4.56122,102.492562,9.037809,104.910264,9.250746,0.053527,0.052991,0.047996,0.095499,0.094442,0.0653665,106.073077,104.899538,102.9582875,0.881006,4.240355,1481.754011,1481.806367,19.780784,19.780576,19.8,19.8,19.8,19.8,19.780784,19.780576,mixed,4.53,2.33,1.59,0.06,1.53,7.61,7.08,31.64294022,16.50145412,0.139327527,0.197273999,4.403115704,4.364970377,4.122834422,15.65204319,18.93148148,2.943235294,5.96,0.56,0.89,11.02,4,3.5,18.3,100,981.3,3.4,1.6,18.3,100,981.3,3.5,2.6,3.00E-05,0,3.226957845,15.28253999,17.3901058,0.058861725,1.260418131,5242410.94,4765485.827,2.243101477,2.248938708,2.726368423,19.08457896,0,0,1.162884894,34.88654683,0.652285822,19.56857465,1330,0,0,0,0,2.394357902
06-196,8/28/2017,Lac Ramsey,46.478829,-80.97293,Ontario,Boreal Shield,8.096458,large,0.297747,high,251,-4,29606.5,Southern Boreal Shield,43.98046797,0,0.081751311,0.03244371,23.33440907,0,9.837538176,10.69432571,0,0.001858809,7.38E-04,0.530563001,0,0.223679707,0.243160798,21,0.085965,0,0,43.98046755,0,0,1,1.593687,0.483097,41.504345,4.785265,110.476578,9.746842,0.193404,0.195868,0.195868,0.364415,0.277188,0.277188,399.739581,408.011432,408.011432,0.907905,17.060978,1483.735571,1440.541158,20.373304,8.212684,16.1,20.4,20.4,20.4,20.1,8.6,stratified,3.815,8.7375,1.81,0.6,1.21,7.61,7.08,10.67525651,16.50145412,0.126325527,0.360074027,11.83348867,7.121310181,62.98761206,10.6966464,85.87148148,14.31823529,16.12,1.36,4.42,48.1,6.835,7.625,22,87,994,6.3,3.3,22,87,994,6.3,3.3,0.01029847,9.79E-04,11.14604318,16.27463221,17.61912147,0.394507938,1.329309658,4853119.68,4679106.785,2.191617178,2.066475604,2.100071044,14.70049731,0.696681777,4.876772436,1.061289317,31.8386795,0.712539012,21.37617035,14419,0,0,0,0,1.117793351
06-198,8/14/2017,Dora Lake,49.186723,-80.970066,Ontario,Boreal Shield,0.59821,medium,0.274098,high,243,-4,3966.4,Mid-Boreal Shield,6.685507475,1.435629801,0.145267098,0,4.27357196,0,0.132852195,0.698186422,0.214737596,0.021728657,0,0.639229255,0,0.019871669,0.104432823,5.8,0.477821,0,0,0,0,0,0,5.584782,5.958054,17.264919,1.723583,100.723826,8.958548,0.084257,0.0892,0.0892,0.154677,0.145257,0.145257,172.628245,185.28417,185.28417,1.190437,4.997156,1481.097306,1461.640148,19.555737,13.754099,17.6,19.6,19.6,19.6,19.6,12.4,stratified,13.3575,22.645,2.25,1.035,1.215,8,7.08,18.56404142,16.50145412,0.206673527,0.647575527,11.1330029,4.118414349,20.26702608,73.49947715,1.971481481,1.058235294,25.72,1.2445,5.465,1.857,2,2.125,13.2,100,985.4,1.7,1.1,13.2,100,985.4,1.6,1.3,0.005541877,0.002097954,4.119751951,15.02619033,16.47176747,0.192532881,1.056268765,4362795.387,5034125.141,1.748004396,2.089802797,3.137286976,21.96100883,0,0,2.015860358,60.47581075,0.521193305,15.63579915,12,0,0,0,0,3.563263609
06-199,8/15/2017,Lillabelle Lake,49.109138,-81.032121,Ontario,Boreal Shield,1.804898,medium,0.437868,high,245,-4,8267.5,Mid-Boreal Shield,26.89369923,5.970931365,0.075699998,0.259202718,13.8699508,0,4.565364488,2.152549853,0.222019712,0.002814786,0.009638046,0.515732354,0,0.169755914,0.080039188,2.3,0.331825,0,0,0,0,0,0,5.345653,5.77769,112.425649,10.085183,112.338842,10.080071,0.15964,0.159614,0.047996,0.293022,0.293083,0.0653665,330.405546,330.354295,102.9582875,1.036631,1.609799,1479.682344,1479.747402,19.076145,19.093103,19.1,19.1,19.1,19,19.076145,19.093103,mixed,8.765,38.985,1.725,0.545,1.18,8.6,7.08,27.08882739,16.50145412,0.282089527,0.197273999,10.41350085,4.457670898,4.122834422,28.52271153,17.51148148,4.838235294,41.9,2.8975,11.68,11.155,1.75,1.75,12.6,100,985.1,3,1.5,12.6,100,985.1,1.2,1,2.69E-06,0,1.534310721,15.30816903,16.50186403,0.407444537,1.281320919,3988522.321,4862232.931,1.671667912,2.023523952,2.830286952,19.81200867,0,0,2.082162382,62.46487147,0.524122993,15.72368978,3577,0,0,0,0,4.767625067
06-200,8/13/2017,NA,48.238266,-81.040785,Ontario,Boreal Shield,0.139304,small,0.248805,high,337,-4,1469.2,Mid-Boreal Shield,1.443713959,0,0.636415254,0,0.642529386,0,0,0.164769319,0,0.440818107,0,0.445053109,0,0,0.114128784,2.5,0.810936,0,0,0,0,0,0,3.849912,4.137632,106.796621,9.560213,106.295369,9.483425,0.038476,0.038487,0.038487,0.064612,0.064509,0.064509,73.055633,73.156965,73.156965,1.049193,1.504682,1479.142547,1478.713276,18.949927,18.811696,18.9,19.3,19.1,19.4,19,18.1,stratified,13.115,8.4275,5.117806841,1.587726358,3.530080483,7.4,7.08,11.23862478,16.50145412,0.201649527,0.197273999,17.94254465,5.068332686,4.122834422,42.68692416,1.101481481,0.893235294,9.384,0.6235,2.89,0.99,1.7,2,22.6,60.3,976.1,2,1.2,22.6,60.3,976.1,1.2,1,0.001499442,9.43E-04,1.182300612,14.80832489,17.33498586,0.315390701,1.186657987,4043175.813,5194017.606,1.801709056,2.156684015,3.483823976,24.38676783,0,0,1.526624819,45.79874458,0.866102761,25.98308284,0,0,0,0,0,2.774868471
06-217,8/12/2017,Borden Lake,47.836499,-83.286417,Ontario,Boreal Shield,16.562945,large,0.017137,low,428,-4,74731.9,Southern Boreal Shield,86.60804094,0,0.425468848,0.064135951,59.8130351,0,0.769747845,25.53565319,0,0.004912579,7.41E-04,0.690617574,0,0.008887718,0.294841598,28,0.015213,0,0,0,0,0,0,0.93551,0.656804,33.236736,3.462987,101.003801,8.892554,0.058013,0.057377,0.057377,0.103054,0.087943,0.087943,116.201296,119.181265,119.181265,0.816374,21.824803,1479.558305,1452.684982,19.076342,11.277624,14.8,19.1,19.1,19.1,19,11.5,stratified,5.0675,13.9075,0.925,0.21,0.715,8.06,9.09,7.681820802,16.50145412,0.107351027,0.313793027,13.97468514,2.625685534,10.0214783,12.58202307,1.921481481,2.383235294,17.24,0.9305,2.76,1.502,2.75,2.9325,18.2,72,966.3,2,1.1,18.2,72,966.3,2.5,2.3,0.005231855,5.22E-04,9.935949688,14.51512553,16.77788845,0.644718605,1.56412262,3776577.716,5267523.788,1.78740684,2.23868207,3.591876638,25.14313647,0,0,1.785688676,53.57066027,0.561767917,16.85303752,68,0,0,0,0,1.671901689
06-220,8/10/2017,Bright Lake,46.272242,-83.30755,Ontario,Boreal Shield,12.50611,large,0.085012,moderate,184,-4,27279.9,Southern Boreal Shield,190.0917837,0.17029042,2.241737823,0.291592841,119.274806,12.86024927,3.770542716,51.48256461,8.96E-04,0.011792923,0.001533958,0.627459029,0.067652841,0.01983538,0.270830036,11,0.206871,0,0,126.9871048,0,0,0.668030475,3.385414,4.16193,80.307953,6.930885,92.835005,7.987941,0.038717,0.038824,0.047996,0.067785,0.06788,0.0653665,72.032205,72.358595,102.9582875,0.863352,10.531974,1488.138453,1487.849456,21.913357,21.759768,21.8,21.9,21.9,21.9,21.913357,21.759768,mixed,3.5575,4.6325,4.427078652,2.499967897,1.927110754,7.61,7.08,18.17281073,16.50145412,0.113680027,0.197273999,6.25550052,3.032793393,4.122834422,2.62466697,6.301481481,4.918235294,6.639,0.5715,1.88,3.7325,1.85,1.675,21.6,81.3,998.1,2.6,2.1,21.6,81.3,998.1,2,1.5,1.11E-04,3.95E-05,5.465277138,17.4078408,18.3432844,0.68786429,1.421780734,5191712.266,5605094.623,4.143258698,4.122896396,0.751210894,5.258476257,0.0221542,0.155079397,0.3561746,10.68523801,0.674080811,20.22242432,383,0,0,0,0,3.270922987
06-221,8/11/2017,Sandbar Lake,47.835215,-83.348195,Ontario,Boreal Shield,0.293141,small,0.116192,moderate,431,-4,2554.3,Southern Boreal Shield,3.488089897,0,0.015383941,0.033973059,2.585359748,0,0.299236515,0.554136634,0,0.00441042,0.009739732,0.741196421,0,0.085788074,0.158865353,7,0.245335,0,0,0,0,0,0,3.786577,1.903913,46.689171,4.169836,103.703043,9.036493,0.133089,0.135142,0.135142,0.246853,0.244527,0.244527,275.428232,279.826455,279.826455,1.1797,5.697487,1481.191107,1477.581764,19.568167,18.399795,19.1,19.6,19.6,19.5,19.3,18.399795,stratified,6.015,19.5,1.395,0.43,0.965,7.61,7.08,12.89378092,16.50145412,0.131367027,0.197273999,10.18840229,7.375277218,4.122834422,15.53441525,38.13148148,1.803235294,25.57,1.2215,4.17,22.38,3.15,3.3,16.5,96.5,966.4,1.7,1.4,16.5,96.5,966.4,1.7,1.2,0.003278289,6.58E-04,5.05407065,14.12430407,16.72516034,0.686796832,1.442935127,3727546.432,5293491.29,1.944100955,2.253570689,4.092014149,28.64409904,0,0,1.866333559,55.99000676,0.561767917,16.85303752,9,0,0,0,0,2.516397511
06-253,8/7/2018,Burnt Berry Pond,49.451178,-56.188657,Newfoundland and Labrador,Boreal Shield,1.594824,medium,0.00413,low,73,-4,10586,Newfoundland,193.6890699,0,0.23999772,0,182.9157137,0,0.639123619,9.894234941,0,0.001239088,0,0.944378089,0,0.00329974,0.051083084,18.81,0.126148,0,0,0,0,0,0,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,4.635,3.03,1.573333333,0.5575,1.007142857,7.61,7.08,4.972250287,3.833732956,0.025,0.05487447,5.027904582,1.987410672,1.515722804,43.39370665,4.149354839,0.488484848,4.791628571,0.180903226,0.759,2.04684375,3.595,3.675,24.1,79.1,1005,3.3,2.1,28,73,1004.5,2.3,1.3,0.006926892,8.72E-04,5.465277138,19.52213949,19.5285941,0.109380815,0.617372947,5198606.917,6289073.281,2.546846343,2.930695224,0.202336193,1.416353353,1.702208019,11.91545614,0.401714342,12.05143026,1.838145697,55.14437091,35,0,0,0,0,0.351753813
06-254,8/8/2018,Little Rushy Pond,48.949782,-55.693761,Newfoundland and Labrador,Boreal Shield,0.386505,small,0.300613,high,79,-4,3764.4,Newfoundland,1.454944113,0,0.005435578,0.022359153,0.749327597,0,0.298169901,0.379651884,0,0.003735936,0.015367706,0.515021567,0,0.204935639,0.260939153,2.82,0.342743,0,0,0,0,0,0,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,6.0275,2.155,1.573333333,0.5575,1.007142857,7.01,7.08,3.294077872,16.50145412,0.13509597,0.197273999,41.01177181,0.5,4.122834422,23.07604159,34.17935484,1.108484848,5.190628571,0.277903226,1.019,18.29884375,2.75,2.9325,21.1,100,1000,3.9,2.3,21.3,97.7,1000,2,1.4,0.006926892,8.72E-04,5.465277138,19.44799194,19.28392383,0.176487503,0.860550653,4548047.155,5647830.822,2.426036285,2.610888777,0.173635138,1.215445963,1.5433524,10.8034668,0.433286133,12.99858398,1.680542073,50.41626218,96,0,0,0,0,0.9228576
06-255,8/10/2018,Gull Pond,47.46447,-52.976425,Newfoundland and Labrador,Boreal Shield,0.539411,medium,0.129618,moderate,156,-4,3662.6,Newfoundland,2.009584157,0.075513753,1.05E-04,0,1.166611036,0.024885383,0.163097807,0.579370919,0.037576805,5.24E-05,0,0.580523604,0.01238335,0.081159979,0.288303885,15,0.388417,0,0,0,0,0,0,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,4.895,0.475,1.573333333,0.5575,1.007142857,6.36,7.08,11.26837897,7.127029229,0.09590897,0.06305847,8.511336924,1.111418918,0.5,24.0861771,43.96935484,2.998484848,2.546628571,0.526903226,0.872,26.66884375,3.05,3.235,21.9,100,995.4,4.7,3.2,25,97.7,994.8,4.7,2.3,0.006926892,8.72E-04,5.465277138,16.76662743,17.22984125,0.061309698,0.9390541,4847826.131,5486430.867,3.082052985,4.13684419,1.573322696,11.01325887,0.423854574,2.966982015,1.161693874,34.85081622,0.392610363,11.7783109,0,0,0,0,0,0.273376285
06-256,8/11/2018,Three Island Pond,47.510293,-52.901442,Newfoundland and Labrador,Boreal Shield,0.939543,medium,0.443768,high,115,-4,7230.1,Newfoundland,9.76014958,0,0.252448132,0.165998433,4.350429003,0,3.279306752,1.71196726,0,0.025865191,0.017007776,0.445733845,0,0.335989395,0.175403793,12.06,0.198073,0,0,9.76014957,0,0,1,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,4.675,1.1275,1.573333333,0.5575,1.007142857,6.67,7.08,9.726387046,10.1008708,0.08048397,0.08494697,8.274806423,0.5,0.5,28.93747828,24.88935484,2.968484848,3.427628571,0.465903226,0.798,14.40884375,2.72,3.005,19.5,100,998,6.6,5.2,20.6,100,999,5.6,3.1,0.006926892,8.72E-04,5.465277138,16.94948004,17.1801644,0.059321148,0.890285551,4713849.607,5356786.811,3.524951991,4.250030093,1.863544282,13.04480998,0.512841797,3.589892578,1.299388373,38.98165118,0.441703517,13.2511055,343,0,0,0,0,0.40415776
06-257,8/16/2018,Octagon Pond,47.524518,-52.881807,Newfoundland and Labrador,Boreal Shield,0.533131,medium,0.652299,high,153,-4,3369.6,Newfoundland,3.84694136,0,0.002769742,0.007349534,1.003180519,0,1.875866537,0.957775028,0,7.20E-04,0.001910488,0.260773541,0,0.487625457,0.24897053,13.61,0.590063,0,0,3.846941296,0,0,1,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,3.0975,2.9225,1.573333333,0.5575,1.007142857,7.92,7.08,5.731261842,7.58414299,0.28351747,0.38405247,49.46859484,0.5,0.5,8.160411095,240.3493548,14.92848485,15.01062857,2.014903226,2.266,164.8888437,3.905,3.68,20.3,100,995.4,3.1,2.5,20.5,100,995.6,1.4,1.3,0.006926892,8.72E-04,5.465277138,19.22552316,17.94891949,0.038793501,0.493764493,6824452.714,5907963.158,4.380577584,4.304802667,0.356616211,2.496313476,1.384057036,9.688399251,0.802043402,24.06130206,0.713057005,21.39171015,2080,0,0,0,0,0.93816768
06-258,8/12/2018,Hogans Pond,47.583623,-52.852923,Newfoundland and Labrador,Boreal Shield,0.576113,medium,0.516512,high,131,-4,4286.5,Newfoundland,1.985214256,0,0.002644589,0,0.627573402,0.013159103,0.670977343,0.670859818,0,0.001332143,0,0.316123764,0.006628556,0.337987369,0.337928169,11.82,0.322909,0,0,1.98521426,0,0,1,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,2.885,1.57,1.573333333,0.5575,1.007142857,7.25,7.08,8.58090733,9.506102485,0.07353697,0.12113747,8.569836169,0.5,0.5,6.432528972,42.38935484,4.518484848,4.499628571,0.850903226,1.112,25.72884375,3.95,4.29,16.9,100,1002.5,5.4,3.9,19.4,88.8,1002.6,5.2,2.1,0.006926892,8.72E-04,5.465277138,17.52755854,17.3524992,0.065078987,0.804740171,5066262.81,5614302.514,4.269612272,4.555410126,1.451064918,10.15745443,0.839486549,5.876405843,1.233691216,37.01073647,0.541871092,16.25613276,297,0,0,0,0,0.213112533
06-259,8/14/2018,Millers Pond,47.623691,-52.825964,Newfoundland and Labrador,Boreal Shield,0.176077,small,0.372698,high,111,-4,2303,Newfoundland,5.185524307,0,0.017438009,0,2.864619729,0.349006989,1.62758458,0.326875,0,0.003362825,0,0.552426246,0.067304089,0.313870784,0.063036056,2.62,0.35429,0,0,0,0,0,0,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,8.28,1.3975,1.573333333,0.5575,1.007142857,6.78,7.08,40.65433938,16.50145412,0.19896597,0.197273999,4.894089365,3.537242237,4.122834422,64.69702867,32.26935484,3.078484848,3.488628571,0.709903226,1.274,18.53884375,2.75,2.9325,23.3,97.6,1003.5,7.2,5.5,27.5,68.7,1003.9,5.6,3.2,0.006926892,8.72E-04,5.465277138,18.85500343,17.77299345,0.040672151,0.788774985,6138595.429,5694876.253,4.408560264,4.673044599,0.436969866,3.058789062,1.073152088,7.512064616,0.893513061,26.80539182,0.596393051,17.89179153,497,0,0,0,0,3.293966863
06-260,8/17/2018,Great Pond,47.664336,-52.76537,Newfoundland and Labrador,Boreal Shield,0.294057,small,0.15059,moderate,119,-4,2629.4,Newfoundland,3.234620141,0.014226531,0.00941048,0,2.294987636,0.21773322,0.313435442,0.384826832,0.004398208,0.0029093,0,0.709507619,0.067313382,0.096900232,0.118971259,3.55,0.534472,0,0,0.014815537,0,0,0.004580302,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,4.6075,0.8,1.573333333,0.5575,1.007142857,7.61,7.08,33.23426876,16.50145412,0.24457797,0.197273999,7.359210211,1.183232583,4.122834422,17.44510256,14.74935484,1.748484848,1.544628571,0.435903226,0.86,7.57784375,1.53,1.675,13.1,100,1000.1,5.8,4.2,11.2,100,1000.6,3.9,2.2,0.006926892,8.72E-04,5.465277138,19.56105666,17.84087336,0.088433552,0.53954386,7029007.976,6342323.478,5.29989697,5.225259064,0,0,1.718278867,12.02795207,0.892144856,26.76434568,0.745429374,22.36288122,189,0,0,0,0,5.845064072
06-261,8/13/2018,Big Otter Pond,47.399963,-53.04748,Newfoundland and Labrador,Boreal Shield,0.66199,medium,0.079745,moderate,149,-4,5257.8,Newfoundland,24.80715068,0,0.030253467,0,17.00660793,0,1.459889939,6.310399345,0,0.001219546,0,0.685552652,0,0.058849561,0.254378241,9,0.254033,0,0,0,0,0,0,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,4.155,0.4325,1.573333333,0.5575,1.007142857,7.61,7.08,7.831939823,8.713078067,0.05151997,0.07451397,6.578187673,0.5,0.5,34.40660928,18.25935484,1.568484848,1.871628571,0.261903226,0.494,10.08884375,2.75,2.9325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006926892,8.72E-04,5.465277138,18.30506214,17.60836909,0.062234958,0.843385393,5548761.94,5193220.5,3.331721064,3.779383303,0.695978364,4.871848551,0.800810314,5.605672201,1.021829241,30.65487722,0.561071264,16.83213793,23,0,0,0,0,0.147335893
06-262,8/18/2018,Stern Pond,47.129687,-55.514258,Newfoundland and Labrador,Boreal Shield,0.297411,small,0.114879,moderate,19,-4,2752.8,Newfoundland,1.769350718,0,0,0,1.302999262,0,0.169114251,0.297237205,0,0,0,0.736427916,0,0.095579836,0.167992248,9,0.410811,0,0,1.714916846,0,0,0.969235117,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,7.345,0.955,1.573333333,0.5575,1.007142857,7.42,7.08,13.27672965,4.503449033,0.12650997,0.13567947,9.528699713,1.857790096,1.52051134,81.84990278,22.31935484,2.408484848,2.991628571,0.574903226,1.067,12.46884375,1.705,2.065,16.1,100,1013.8,2.5,1.9,17.5,96.6,1013.5,1.8,1.1,0.006926892,8.72E-04,5.465277138,18.4383513,17.26063728,0.077089062,1.774508408,6190311.238,4820913.039,3.19142348,3.459343526,0.291716367,2.042014567,0.842811221,5.899678548,1.016192479,30.48577436,0.276460436,8.29381307,5,0,0,0,0,0.077227698
06-263,8/19/2018,Freshwater Pond,47.102985,-55.260614,Newfoundland and Labrador,Boreal Shield,9.708885,large,0.003782,low,2,-4,16444.7,Newfoundland,152.1343916,0,0.01688746,0,135.8877331,0,0.507457355,15.72231368,0,1.11E-04,0,0.893208509,0,0.003335586,0.103344901,61,0.418499,0,0,17.18321766,0,0,0.112947621,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,5.86,0.33,1.573333333,0.5575,1.007142857,7.61,7.08,6.356330181,4.637392249,0.131367027,0.197273999,8.556140969,1.04832108,0.5,64.16164515,11.05935484,1.238484848,1.538628571,0.237903226,0.613,5.37384375,2.75,2.925,15.9,100,1004.5,8.4,4.9,17.5,100,1014.5,7.4,1.6,0.006926892,8.72E-04,5.465277138,18.45185378,17.60527793,0.228754951,1.292699002,5763788.964,4996702.789,2.827923808,3.249494132,0.435089366,3.04562556,0.919661168,6.437628174,0.834290958,25.02872874,0.415592584,12.46777751,52,0,0,0,0,1.274516907
06-264,8/20/2018,Sandy Cove Pond,48.64754,-53.729453,Newfoundland and Labrador,Boreal Shield,0.287402,small,0.125349,moderate,9,-4,2537.8,Newfoundland,1.29301918,0,0.0025,0,0.877660916,0,0.124709101,0.288149163,0,0.001933459,0,0.678768675,0,0.09644799,0.222849875,1.54,0.560789,0,0,1.29301918,0,0,1,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,10.4475,0.3,1.573333333,0.5575,1.007142857,7.61,7.08,9.035194491,16.50145412,0.18295947,0.197273999,20.24964379,0.5,4.122834422,88.25000906,9.339354839,1.238484848,1.316628571,0.264903226,0.695,5.59784375,2.75,2.9325,14,100,1024.9,0.8,0.7,15.5,100,1025,2.5,1.9,0.006926892,8.72E-04,5.465277138,18.59798847,19.2652529,0.104231504,1.027361215,5781479.25,5797560.731,3.50992403,3.789455553,1.102065023,7.71445516,1.852499244,12.96749471,0.59526435,17.8579305,1.909686894,57.29060682,45,0,0,0,0,1.969581938
06-265,8/21/2018,Cobbs Pond,48.971275,-54.629757,Newfoundland and Labrador,Boreal Shield,0.317352,small,0.334474,high,119,-4,3203.2,Newfoundland,2.264240708,0,0.0025,0,1.285483636,0,0.645425019,0.330832053,0,0.001104123,0,0.567732764,0,0.285051416,0.146111697,1.2,0.388676,0,0,0,0,0,0,3.14230825,2.453761,50.383088,5.8421795,101.806149,8.9586735,0.044258,0.047996,0.047996,0.0759315,0.068401,0.0653665,86.2736715,102.9582875,102.9582875,0.964538,9.604213,1481.362112,1439.979318,19.65511325,8.10527625,15,19.65,19.65,19.65,19.6,8.35,NA,12.33,9.3575,1.573333333,0.5575,1.007142857,7.61,7.08,19.08093565,16.50145412,0.21415497,0.197273999,11.22350465,3.004537869,4.122834422,78.18587801,52.32935484,2.678484848,12.60062857,0.817903226,3.924,35.61884375,2.75,2.9325,20.7,93.3,1008.9,3.3,2.6,26.7,60.3,1008,1.8,1.2,0.006926892,8.72E-04,5.465277138,17.54406637,19.39362208,0.089596458,0.8733095,5189017.917,5544924.194,2.069708186,2.560368859,1.349054518,9.443381628,1.315314593,9.207202149,0.461711015,13.85133044,1.900912137,57.0273641,364,0,0,0,0,1.15576928
